T,Vf
s,V vs. Ref.
1.00833,-2.1081E-01
2.01667,-2.1081E-01
3.025,-2.1081E-01
4.03333,-2.1079E-01
5.04167,-2.1077E-01
6.05,-2.1073E-01
7.05833,-2.1069E-01
8.06667,-2.1065E-01
9.075,-2.1060E-01
10.0833,-2.1056E-01
11.0917,-2.1051E-01
12.1,-2.1047E-01
13.1083,-2.1042E-01
14.1167,-2.1037E-01
15.125,-2.1033E-01
16.1333,-2.1028E-01
17.1417,-2.1024E-01
18.15,-2.1019E-01
19.1583,-2.1015E-01
20.1667,-2.1010E-01
21.175,-2.1006E-01
22.1833,-2.1001E-01
23.1917,-2.0996E-01
24.2,-2.0991E-01
25.2083,-2.0987E-01
26.2167,-2.0982E-01
27.225,-2.0977E-01
28.2333,-2.0972E-01
29.2417,-2.0967E-01
30.25,-2.0962E-01
31.2583,-2.0957E-01
32.2667,-2.0952E-01
33.275,-2.0948E-01
34.2833,-2.0943E-01
35.2917,-2.0938E-01
36.3,-2.0933E-01
37.3083,-2.0929E-01
38.3167,-2.0924E-01
39.325,-2.0919E-01
40.3333,-2.0914E-01
41.3417,-2.0909E-01
42.35,-2.0905E-01
43.3583,-2.0900E-01
44.3667,-2.0895E-01
45.375,-2.0890E-01
46.3833,-2.0885E-01
47.3917,-2.0881E-01
48.4,-2.0876E-01
49.4083,-2.0871E-01
50.4167,-2.0867E-01
51.425,-2.0862E-01
52.4333,-2.0857E-01
53.4417,-2.0853E-01
54.45,-2.0848E-01
55.4583,-2.0843E-01
56.4667,-2.0839E-01
57.475,-2.0834E-01
58.4833,-2.0829E-01
59.4917,-2.0824E-01
60.5,-2.0820E-01
61.5083,-2.0815E-01
62.5167,-2.0811E-01
63.525,-2.0806E-01
64.5333,-2.0801E-01
65.5417,-2.0797E-01
66.55,-2.0792E-01
67.5583,-2.0788E-01
68.5667,-2.0783E-01
69.575,-2.0779E-01
70.5833,-2.0774E-01
71.5917,-2.0769E-01
72.6,-2.0765E-01
73.6083,-2.0760E-01
74.6167,-2.0756E-01
75.625,-2.0751E-01
76.6333,-2.0747E-01
77.6417,-2.0742E-01
78.65,-2.0738E-01
79.6583,-2.0733E-01
80.6667,-2.0728E-01
81.675,-2.0724E-01
82.6833,-2.0719E-01
83.6917,-2.0715E-01
84.7,-2.0710E-01
85.7083,-2.0706E-01
86.7167,-2.0701E-01
87.725,-2.0697E-01
88.7333,-2.0692E-01
89.7417,-2.0688E-01
90.75,-2.0684E-01
91.7583,-2.0679E-01
92.7667,-2.0675E-01
93.775,-2.0671E-01
94.7833,-2.0667E-01
95.792,-2.0663E-01
96.8,-2.0659E-01
97.808,-2.0655E-01
98.817,-2.0650E-01
99.825,-2.0645E-01
100.833,-2.0641E-01
101.842,-2.0636E-01
102.85,-2.0631E-01
103.858,-2.0627E-01
104.867,-2.0622E-01
105.875,-2.0618E-01
106.883,-2.0613E-01
107.892,-2.0609E-01
108.9,-2.0604E-01
109.908,-2.0600E-01
110.917,-2.0595E-01
111.925,-2.0591E-01
112.933,-2.0587E-01
113.942,-2.0582E-01
114.95,-2.0578E-01
115.958,-2.0573E-01
116.967,-2.0569E-01
117.975,-2.0565E-01
118.983,-2.0560E-01
119.992,-2.0556E-01
121,-2.0551E-01
122.008,-2.0547E-01
123.017,-2.0542E-01
124.025,-2.0538E-01
125.033,-2.0534E-01
126.042,-2.0529E-01
127.05,-2.0525E-01
128.058,-2.0521E-01
129.067,-2.0517E-01
130.075,-2.0513E-01
131.083,-2.0509E-01
132.092,-2.0504E-01
133.1,-2.0500E-01
134.108,-2.0496E-01
135.117,-2.0492E-01
136.125,-2.0488E-01
137.133,-2.0484E-01
138.142,-2.0479E-01
139.15,-2.0475E-01
140.158,-2.0471E-01
141.167,-2.0467E-01
142.175,-2.0463E-01
143.183,-2.0459E-01
144.192,-2.0455E-01
145.2,-2.0451E-01
146.208,-2.0447E-01
147.217,-2.0443E-01
148.225,-2.0439E-01
149.233,-2.0435E-01
150.242,-2.0431E-01
151.25,-2.0427E-01
152.258,-2.0423E-01
153.267,-2.0419E-01
154.275,-2.0415E-01
155.283,-2.0411E-01
156.292,-2.0407E-01
157.3,-2.0402E-01
158.308,-2.0398E-01
159.317,-2.0394E-01
160.325,-2.0390E-01
161.333,-2.0386E-01
162.342,-2.0381E-01
163.35,-2.0377E-01
164.358,-2.0373E-01
165.367,-2.0369E-01
166.375,-2.0365E-01
167.383,-2.0361E-01
168.392,-2.0356E-01
169.4,-2.0352E-01
170.408,-2.0348E-01
171.417,-2.0343E-01
172.425,-2.0339E-01
173.433,-2.0335E-01
174.442,-2.0330E-01
175.45,-2.0326E-01
176.458,-2.0321E-01
177.467,-2.0317E-01
178.475,-2.0313E-01
179.483,-2.0309E-01
180.492,-2.0304E-01
181.5,-2.0300E-01
182.508,-2.0296E-01
183.517,-2.0292E-01
184.525,-2.0287E-01
185.533,-2.0283E-01
186.542,-2.0279E-01
187.55,-2.0275E-01
188.558,-2.0270E-01
189.567,-2.0266E-01
190.575,-2.0262E-01
191.583,-2.0258E-01
192.592,-2.0254E-01
193.6,-2.0250E-01
194.608,-2.0245E-01
195.617,-2.0241E-01
196.625,-2.0237E-01
197.633,-2.0232E-01
198.642,-2.0228E-01
199.65,-2.0224E-01
200.658,-2.0220E-01
201.667,-2.0215E-01
202.675,-2.0211E-01
203.683,-2.0207E-01
204.692,-2.0203E-01
205.7,-2.0198E-01
206.708,-2.0194E-01
207.717,-2.0190E-01
208.725,-2.0186E-01
209.733,-2.0182E-01
210.742,-2.0177E-01
211.75,-2.0173E-01
212.758,-2.0169E-01
213.767,-2.0165E-01
214.775,-2.0160E-01
215.783,-2.0156E-01
216.792,-2.0152E-01
217.8,-2.0148E-01
218.808,-2.0144E-01
219.817,-2.0139E-01
220.825,-2.0135E-01
221.833,-2.0131E-01
222.842,-2.0127E-01
223.85,-2.0122E-01
224.858,-2.0118E-01
225.867,-2.0114E-01
226.875,-2.0110E-01
227.883,-2.0105E-01
228.892,-2.0101E-01
229.9,-2.0097E-01
230.908,-2.0092E-01
231.917,-2.0088E-01
232.925,-2.0084E-01
233.933,-2.0079E-01
234.942,-2.0075E-01
235.95,-2.0071E-01
236.958,-2.0067E-01
237.967,-2.0062E-01
238.975,-2.0058E-01
239.983,-2.0054E-01
240.992,-2.0050E-01
242,-2.0046E-01
243.008,-2.0042E-01
244.017,-2.0037E-01
245.025,-2.0033E-01
246.033,-2.0029E-01
247.042,-2.0025E-01
248.05,-2.0021E-01
249.058,-2.0016E-01
250.067,-2.0012E-01
251.075,-2.0008E-01
252.083,-2.0003E-01
253.092,-1.9999E-01
254.1,-1.9995E-01
255.108,-1.9991E-01
256.117,-1.9987E-01
257.125,-1.9983E-01
258.133,-1.9979E-01
259.142,-1.9975E-01
260.15,-1.9971E-01
261.158,-1.9967E-01
262.167,-1.9963E-01
263.175,-1.9959E-01
264.183,-1.9955E-01
265.192,-1.9952E-01
266.2,-1.9948E-01
267.208,-1.9944E-01
268.217,-1.9940E-01
269.225,-1.9936E-01
270.233,-1.9933E-01
271.242,-1.9929E-01
272.25,-1.9925E-01
273.258,-1.9921E-01
274.267,-1.9917E-01
275.275,-1.9914E-01
276.283,-1.9910E-01
277.292,-1.9906E-01
278.3,-1.9902E-01
279.308,-1.9898E-01
280.317,-1.9894E-01
281.325,-1.9891E-01
282.333,-1.9887E-01
283.342,-1.9883E-01
284.35,-1.9879E-01
285.358,-1.9875E-01
286.367,-1.9871E-01
287.375,-1.9867E-01
288.383,-1.9863E-01
289.392,-1.9859E-01
290.4,-1.9855E-01
291.408,-1.9851E-01
292.417,-1.9847E-01
293.425,-1.9844E-01
294.433,-1.9840E-01
295.442,-1.9836E-01
296.45,-1.9832E-01
297.458,-1.9828E-01
298.467,-1.9825E-01
299.475,-1.9821E-01
300.483,-1.9817E-01
301.492,-1.9813E-01
302.5,-1.9809E-01
303.508,-1.9805E-01
304.517,-1.9802E-01
305.525,-1.9798E-01
306.533,-1.9794E-01
307.542,-1.9790E-01
308.55,-1.9786E-01
309.558,-1.9782E-01
310.567,-1.9778E-01
311.575,-1.9775E-01
312.583,-1.9771E-01
313.592,-1.9767E-01
314.6,-1.9763E-01
315.608,-1.9759E-01
316.617,-1.9756E-01
317.625,-1.9752E-01
318.633,-1.9748E-01
319.642,-1.9744E-01
320.65,-1.9740E-01
321.658,-1.9737E-01
322.667,-1.9733E-01
323.675,-1.9729E-01
324.683,-1.9725E-01
325.692,-1.9722E-01
326.7,-1.9718E-01
327.708,-1.9714E-01
328.717,-1.9710E-01
329.725,-1.9707E-01
330.733,-1.9703E-01
331.742,-1.9699E-01
332.75,-1.9695E-01
333.758,-1.9692E-01
334.767,-1.9688E-01
335.775,-1.9684E-01
336.783,-1.9680E-01
337.792,-1.9677E-01
338.8,-1.9673E-01
339.808,-1.9669E-01
340.817,-1.9666E-01
341.825,-1.9662E-01
342.833,-1.9658E-01
343.842,-1.9655E-01
344.85,-1.9651E-01
345.858,-1.9648E-01
346.867,-1.9644E-01
347.875,-1.9640E-01
348.883,-1.9637E-01
349.892,-1.9633E-01
350.9,-1.9629E-01
351.908,-1.9625E-01
352.917,-1.9622E-01
353.925,-1.9618E-01
354.933,-1.9614E-01
355.942,-1.9611E-01
356.95,-1.9607E-01
357.958,-1.9603E-01
358.967,-1.9600E-01
359.975,-1.9596E-01
360.983,-1.9592E-01
361.992,-1.9588E-01
363,-1.9585E-01
364.008,-1.9581E-01
365.017,-1.9577E-01
366.025,-1.9574E-01
367.033,-1.9570E-01
368.042,-1.9566E-01
369.05,-1.9563E-01
370.058,-1.9559E-01
371.067,-1.9555E-01
372.075,-1.9551E-01
373.083,-1.9548E-01
374.092,-1.9544E-01
375.1,-1.9540E-01
376.108,-1.9537E-01
377.117,-1.9533E-01
378.125,-1.9530E-01
379.133,-1.9526E-01
380.142,-1.9522E-01
381.15,-1.9519E-01
382.158,-1.9516E-01
383.167,-1.9513E-01
384.175,-1.9510E-01
385.183,-1.9507E-01
386.192,-1.9503E-01
387.2,-1.9499E-01
388.208,-1.9496E-01
389.217,-1.9492E-01
390.225,-1.9488E-01
391.233,-1.9484E-01
392.242,-1.9480E-01
393.25,-1.9477E-01
394.258,-1.9473E-01
395.267,-1.9469E-01
396.275,-1.9465E-01
397.283,-1.9462E-01
398.292,-1.9458E-01
399.3,-1.9454E-01
400.308,-1.9451E-01
401.317,-1.9447E-01
402.325,-1.9444E-01
403.333,-1.9440E-01
404.342,-1.9437E-01
405.35,-1.9433E-01
406.358,-1.9430E-01
407.367,-1.9426E-01
408.375,-1.9423E-01
409.383,-1.9419E-01
410.392,-1.9416E-01
411.4,-1.9412E-01
412.408,-1.9409E-01
413.417,-1.9405E-01
414.425,-1.9402E-01
415.433,-1.9398E-01
416.442,-1.9395E-01
417.45,-1.9391E-01
418.458,-1.9388E-01
419.467,-1.9384E-01
420.475,-1.9381E-01
421.483,-1.9377E-01
422.492,-1.9374E-01
423.5,-1.9370E-01
424.508,-1.9367E-01
425.517,-1.9363E-01
426.525,-1.9360E-01
427.533,-1.9356E-01
428.542,-1.9353E-01
429.55,-1.9349E-01
430.558,-1.9345E-01
431.567,-1.9341E-01
432.575,-1.9337E-01
433.583,-1.9334E-01
434.592,-1.9330E-01
435.6,-1.9327E-01
436.608,-1.9324E-01
437.617,-1.9321E-01
438.625,-1.9317E-01
439.633,-1.9314E-01
440.642,-1.9311E-01
441.65,-1.9308E-01
442.658,-1.9304E-01
443.667,-1.9301E-01
444.675,-1.9298E-01
445.683,-1.9294E-01
446.692,-1.9291E-01
447.7,-1.9287E-01
448.708,-1.9284E-01
449.717,-1.9281E-01
450.725,-1.9277E-01
451.733,-1.9274E-01
452.742,-1.9271E-01
453.75,-1.9267E-01
454.758,-1.9264E-01
455.767,-1.9260E-01
456.775,-1.9257E-01
457.783,-1.9254E-01
458.792,-1.9250E-01
459.8,-1.9247E-01
460.808,-1.9244E-01
461.817,-1.9240E-01
462.825,-1.9236E-01
463.833,-1.9233E-01
464.842,-1.9229E-01
465.85,-1.9226E-01
466.858,-1.9223E-01
467.867,-1.9219E-01
468.875,-1.9216E-01
469.883,-1.9212E-01
470.892,-1.9209E-01
471.9,-1.9206E-01
472.908,-1.9202E-01
473.917,-1.9199E-01
474.925,-1.9195E-01
475.933,-1.9192E-01
476.942,-1.9189E-01
477.95,-1.9185E-01
478.958,-1.9182E-01
479.967,-1.9178E-01
480.975,-1.9175E-01
481.983,-1.9171E-01
482.992,-1.9168E-01
484,-1.9165E-01
485.008,-1.9161E-01
486.017,-1.9158E-01
487.025,-1.9154E-01
488.033,-1.9151E-01
489.042,-1.9147E-01
490.05,-1.9144E-01
491.058,-1.9140E-01
492.067,-1.9137E-01
493.075,-1.9134E-01
494.083,-1.9130E-01
495.092,-1.9127E-01
496.1,-1.9124E-01
497.108,-1.9120E-01
498.117,-1.9117E-01
499.125,-1.9113E-01
500.133,-1.9110E-01
501.142,-1.9106E-01
502.15,-1.9103E-01
503.158,-1.9100E-01
504.167,-1.9096E-01
505.175,-1.9093E-01
506.183,-1.9090E-01
507.192,-1.9086E-01
508.2,-1.9083E-01
509.208,-1.9080E-01
510.217,-1.9076E-01
511.225,-1.9073E-01
512.233,-1.9069E-01
513.242,-1.9066E-01
514.25,-1.9063E-01
515.258,-1.9059E-01
516.267,-1.9056E-01
517.275,-1.9052E-01
518.283,-1.9049E-01
519.292,-1.9046E-01
520.3,-1.9042E-01
521.308,-1.9039E-01
522.317,-1.9035E-01
523.325,-1.9032E-01
524.333,-1.9029E-01
525.342,-1.9025E-01
526.35,-1.9022E-01
527.358,-1.9018E-01
528.367,-1.9015E-01
529.375,-1.9011E-01
530.383,-1.9008E-01
531.392,-1.9004E-01
532.4,-1.9001E-01
533.408,-1.8998E-01
534.417,-1.8994E-01
535.425,-1.8991E-01
536.433,-1.8988E-01
537.442,-1.8984E-01
538.45,-1.8981E-01
539.458,-1.8977E-01
540.467,-1.8974E-01
541.475,-1.8970E-01
542.483,-1.8967E-01
543.492,-1.8964E-01
544.5,-1.8960E-01
545.508,-1.8957E-01
546.517,-1.8954E-01
547.525,-1.8950E-01
548.533,-1.8947E-01
549.542,-1.8943E-01
550.55,-1.8940E-01
551.558,-1.8936E-01
552.567,-1.8933E-01
553.575,-1.8930E-01
554.583,-1.8926E-01
555.592,-1.8923E-01
556.6,-1.8919E-01
557.608,-1.8916E-01
558.617,-1.8912E-01
559.625,-1.8909E-01
560.633,-1.8905E-01
561.642,-1.8902E-01
562.65,-1.8899E-01
563.658,-1.8895E-01
564.667,-1.8892E-01
565.675,-1.8888E-01
566.683,-1.8885E-01
567.692,-1.8882E-01
568.7,-1.8878E-01
569.708,-1.8875E-01
570.717,-1.8871E-01
571.725,-1.8868E-01
572.733,-1.8865E-01
573.742,-1.8861E-01
574.75,-1.8858E-01
575.758,-1.8854E-01
576.767,-1.8851E-01
577.775,-1.8847E-01
578.783,-1.8844E-01
579.792,-1.8840E-01
580.8,-1.8837E-01
581.808,-1.8834E-01
582.817,-1.8830E-01
583.825,-1.8827E-01
584.833,-1.8824E-01
585.842,-1.8820E-01
586.85,-1.8817E-01
587.858,-1.8814E-01
588.867,-1.8811E-01
589.875,-1.8807E-01
590.883,-1.8804E-01
591.892,-1.8801E-01
592.9,-1.8798E-01
593.908,-1.8794E-01
594.917,-1.8791E-01
595.925,-1.8787E-01
596.933,-1.8784E-01
597.942,-1.8781E-01
598.95,-1.8777E-01
599.958,-1.8774E-01
600.967,-1.8771E-01
601.975,-1.8767E-01
602.983,-1.8764E-01
603.992,-1.8761E-01
605,-1.8757E-01
606.008,-1.8754E-01
607.017,-1.8751E-01
608.025,-1.8747E-01
609.033,-1.8744E-01
610.042,-1.8741E-01
611.05,-1.8737E-01
612.058,-1.8734E-01
613.067,-1.8730E-01
614.075,-1.8727E-01
615.083,-1.8724E-01
616.092,-1.8720E-01
617.1,-1.8717E-01
618.108,-1.8713E-01
619.117,-1.8710E-01
620.125,-1.8707E-01
621.133,-1.8704E-01
622.142,-1.8700E-01
623.15,-1.8697E-01
624.158,-1.8694E-01
625.167,-1.8690E-01
626.175,-1.8687E-01
627.183,-1.8684E-01
628.192,-1.8680E-01
629.2,-1.8677E-01
630.208,-1.8674E-01
631.217,-1.8670E-01
632.225,-1.8667E-01
633.233,-1.8664E-01
634.242,-1.8661E-01
635.25,-1.8657E-01
636.258,-1.8654E-01
637.267,-1.8651E-01
638.275,-1.8647E-01
639.283,-1.8644E-01
640.292,-1.8641E-01
641.3,-1.8638E-01
642.308,-1.8635E-01
643.317,-1.8631E-01
644.325,-1.8628E-01
645.333,-1.8625E-01
646.342,-1.8622E-01
647.35,-1.8618E-01
648.358,-1.8615E-01
649.367,-1.8612E-01
650.375,-1.8609E-01
651.383,-1.8606E-01
652.392,-1.8603E-01
653.4,-1.8599E-01
654.408,-1.8596E-01
655.417,-1.8593E-01
656.425,-1.8589E-01
657.433,-1.8586E-01
658.442,-1.8583E-01
659.45,-1.8580E-01
660.458,-1.8576E-01
661.467,-1.8573E-01
662.475,-1.8570E-01
663.483,-1.8567E-01
664.492,-1.8563E-01
665.5,-1.8560E-01
666.508,-1.8557E-01
667.517,-1.8553E-01
668.525,-1.8550E-01
669.533,-1.8547E-01
670.542,-1.8544E-01
671.55,-1.8541E-01
672.558,-1.8537E-01
673.567,-1.8534E-01
674.575,-1.8531E-01
675.583,-1.8528E-01
676.592,-1.8524E-01
677.6,-1.8521E-01
678.608,-1.8518E-01
679.617,-1.8515E-01
680.625,-1.8512E-01
681.633,-1.8509E-01
682.642,-1.8505E-01
683.65,-1.8502E-01
684.658,-1.8499E-01
685.667,-1.8496E-01
686.675,-1.8493E-01
687.683,-1.8490E-01
688.692,-1.8486E-01
689.7,-1.8483E-01
690.708,-1.8480E-01
691.717,-1.8477E-01
692.725,-1.8473E-01
693.733,-1.8470E-01
694.742,-1.8467E-01
695.75,-1.8464E-01
696.758,-1.8461E-01
697.767,-1.8457E-01
698.775,-1.8454E-01
699.783,-1.8451E-01
700.792,-1.8448E-01
701.8,-1.8445E-01
702.808,-1.8441E-01
703.817,-1.8438E-01
704.825,-1.8435E-01
705.833,-1.8431E-01
706.842,-1.8428E-01
707.85,-1.8424E-01
708.858,-1.8421E-01
709.867,-1.8418E-01
710.875,-1.8415E-01
711.883,-1.8411E-01
712.892,-1.8408E-01
713.9,-1.8404E-01
714.908,-1.8401E-01
715.917,-1.8398E-01
716.925,-1.8394E-01
717.933,-1.8391E-01
718.942,-1.8387E-01
719.95,-1.8384E-01
720.958,-1.8380E-01
721.967,-1.8377E-01
722.975,-1.8374E-01
723.983,-1.8371E-01
724.992,-1.8368E-01
726,-1.8364E-01
727.008,-1.8361E-01
728.017,-1.8358E-01
729.025,-1.8355E-01
730.033,-1.8351E-01
731.042,-1.8348E-01
732.05,-1.8345E-01
733.058,-1.8341E-01
734.067,-1.8338E-01
735.075,-1.8334E-01
736.083,-1.8331E-01
737.092,-1.8328E-01
738.1,-1.8325E-01
739.108,-1.8321E-01
740.117,-1.8318E-01
741.125,-1.8315E-01
742.133,-1.8311E-01
743.142,-1.8308E-01
744.15,-1.8305E-01
745.158,-1.8301E-01
746.167,-1.8298E-01
747.175,-1.8295E-01
748.183,-1.8291E-01
749.192,-1.8288E-01
750.2,-1.8285E-01
751.208,-1.8281E-01
752.217,-1.8278E-01
753.225,-1.8275E-01
754.233,-1.8271E-01
755.242,-1.8268E-01
756.25,-1.8264E-01
757.258,-1.8261E-01
758.267,-1.8257E-01
759.275,-1.8254E-01
760.283,-1.8250E-01
761.292,-1.8247E-01
762.3,-1.8243E-01
763.308,-1.8240E-01
764.317,-1.8236E-01
765.325,-1.8233E-01
766.333,-1.8229E-01
767.342,-1.8226E-01
768.35,-1.8222E-01
769.358,-1.8219E-01
770.367,-1.8215E-01
771.375,-1.8211E-01
772.383,-1.8208E-01
773.392,-1.8204E-01
774.4,-1.8201E-01
775.408,-1.8197E-01
776.417,-1.8194E-01
777.425,-1.8190E-01
778.433,-1.8187E-01
779.442,-1.8183E-01
780.45,-1.8179E-01
781.458,-1.8176E-01
782.467,-1.8172E-01
783.475,-1.8168E-01
784.483,-1.8165E-01
785.492,-1.8161E-01
786.5,-1.8158E-01
787.508,-1.8154E-01
788.517,-1.8151E-01
789.525,-1.8147E-01
790.533,-1.8143E-01
791.542,-1.8140E-01
792.55,-1.8136E-01
793.558,-1.8132E-01
794.567,-1.8129E-01
795.575,-1.8125E-01
796.583,-1.8121E-01
797.592,-1.8117E-01
798.6,-1.8114E-01
799.608,-1.8110E-01
800.617,-1.8106E-01
801.625,-1.8103E-01
802.633,-1.8099E-01
803.642,-1.8095E-01
804.65,-1.8091E-01
805.658,-1.8088E-01
806.667,-1.8084E-01
807.675,-1.8080E-01
808.683,-1.8076E-01
809.692,-1.8073E-01
810.7,-1.8069E-01
811.708,-1.8065E-01
812.717,-1.8061E-01
813.725,-1.8058E-01
814.733,-1.8054E-01
815.742,-1.8050E-01
816.75,-1.8047E-01
817.758,-1.8043E-01
818.767,-1.8039E-01
819.775,-1.8036E-01
820.783,-1.8032E-01
821.792,-1.8028E-01
822.8,-1.8025E-01
823.808,-1.8021E-01
824.817,-1.8017E-01
825.825,-1.8014E-01
826.833,-1.8010E-01
827.842,-1.8006E-01
828.85,-1.8003E-01
829.858,-1.7999E-01
830.867,-1.7996E-01
831.875,-1.7992E-01
832.883,-1.7989E-01
833.892,-1.7985E-01
834.9,-1.7981E-01
835.908,-1.7978E-01
836.917,-1.7974E-01
837.925,-1.7971E-01
838.933,-1.7967E-01
839.942,-1.7964E-01
840.95,-1.7960E-01
841.958,-1.7957E-01
842.967,-1.7953E-01
843.975,-1.7950E-01
844.983,-1.7946E-01
845.992,-1.7943E-01
847,-1.7940E-01
848.008,-1.7937E-01
849.017,-1.7934E-01
850.025,-1.7930E-01
851.033,-1.7927E-01
852.042,-1.7923E-01
853.05,-1.7919E-01
854.058,-1.7916E-01
855.067,-1.7912E-01
856.075,-1.7909E-01
857.083,-1.7906E-01
858.092,-1.7902E-01
859.1,-1.7899E-01
860.108,-1.7896E-01
861.117,-1.7892E-01
862.125,-1.7889E-01
863.133,-1.7886E-01
864.142,-1.7882E-01
865.15,-1.7879E-01
866.158,-1.7876E-01
867.167,-1.7872E-01
868.175,-1.7869E-01
869.183,-1.7866E-01
870.192,-1.7863E-01
871.2,-1.7860E-01
872.208,-1.7857E-01
873.217,-1.7853E-01
874.225,-1.7850E-01
875.233,-1.7847E-01
876.242,-1.7844E-01
877.25,-1.7841E-01
878.258,-1.7838E-01
879.267,-1.7835E-01
880.275,-1.7831E-01
881.283,-1.7828E-01
882.292,-1.7825E-01
883.3,-1.7822E-01
884.308,-1.7819E-01
885.317,-1.7815E-01
886.325,-1.7812E-01
887.333,-1.7809E-01
888.342,-1.7806E-01
889.35,-1.7803E-01
890.358,-1.7800E-01
891.367,-1.7797E-01
892.375,-1.7794E-01
893.383,-1.7791E-01
894.392,-1.7788E-01
895.4,-1.7785E-01
896.408,-1.7782E-01
897.417,-1.7779E-01
898.425,-1.7776E-01
899.433,-1.7773E-01
900.442,-1.7770E-01
901.45,-1.7767E-01
902.458,-1.7764E-01
